,Site,Timestamp,Precipitation (in.),Precipitation (in.) Quality,Level (ft),Level (ft) Quality,Discharge (cfs),Discharge (cfs) Quality,Discharge [m^3/s]
14349,33145001,1982-02-08,,,,,580.0,Approved Ext Data,16.423771028
14348,33145001,1982-02-09,,,,,580.0,Approved Ext Data,16.423771028
14347,33145001,1982-02-10,,,,,580.0,Approved Ext Data,16.423771028
14346,33145001,1982-02-11,,,,,580.0,Approved Ext Data,16.423771028
14345,33145001,1982-02-12,,,,,582.0,Approved Ext Data,16.4804047212
14344,33145001,1982-02-13,,,,,585.0,Approved Ext Data,16.565355261
14343,33145001,1982-02-14,,,,,590.0,Approved Ext Data,16.706939494
14342,33145001,1982-02-15,,,,,590.0,Approved Ext Data,16.706939494
14341,33145001,1982-02-16,,,,,590.0,Approved Ext Data,16.706939494
14340,33145001,1982-02-17,,,,,590.0,Approved Ext Data,16.706939494
14339,33145001,1982-02-18,,,,,590.0,Approved Ext Data,16.706939494
14338,33145001,1982-02-19,,,,,595.0,Approved Ext Data,16.848523727
14337,33145001,1982-02-20,,,,,600.0,Approved Ext Data,16.99010796
14336,33145001,1982-02-21,,,,,625.0,Approved Ext Data,17.698029125
14335,33145001,1982-02-22,,,,,645.0,Approved Ext Data,18.264366057
14334,33145001,1982-02-23,,,,,680.0,Approved Ext Data,19.255455688
14333,33145001,1982-02-24,,,,,760.0,Approved Ext Data,21.520803416
14332,33145001,1982-02-25,,,,,800.0,Approved Ext Data,22.65347728
14331,33145001,1982-02-26,,,,,815.0,Approved Ext Data,23.078229979
14330,33145001,1982-02-27,,,,,840.0,Approved Ext Data,23.786151144
14329,33145001,1982-02-28,,,,,1050.0,Approved Ext Data,29.732688930000002
14328,33145001,1982-03-01,,,,,1270.0,Approved Ext Data,35.962395182
14327,33145001,1982-03-02,,,,,1770.0,Approved Ext Data,50.120818482000004
14326,33145001,1982-03-03,,,,,2300.0,Approved Ext Data,65.12874718
14325,33145001,1982-03-04,,,,,2400.0,Approved Ext Data,67.96043184
14324,33145001,1982-03-05,,,,,2410.0,Approved Ext Data,68.243600306
14323,33145001,1982-03-06,,,,,2340.0,Approved Ext Data,66.261421044
14322,33145001,1982-03-07,,,,,2290.0,Approved Ext Data,64.845578714
14321,33145001,1982-03-08,,,,,2240.0,Approved Ext Data,63.429736384
14320,33145001,1982-03-09,,,,,2220.0,Approved Ext Data,62.863399452
14319,33145001,1982-03-10,,,,,2190.0,Approved Ext Data,62.013894054000005
14318,33145001,1982-03-11,,,,,2220.0,Approved Ext Data,62.863399452
14317,33145001,1982-03-12,,,,,2650.0,Approved Ext Data,75.03964349
14316,33145001,1982-03-13,,,,,3200.0,Approved Ext Data,90.61390912
14315,33145001,1982-03-14,,,,,3900.0,Approved Ext Data,110.43570174
14314,33145001,1982-03-15,,,,,4600.0,Approved Ext Data,130.25749436
14313,33145001,1982-03-16,,,,,5700.0,Approved Ext Data,161.40602562
14312,33145001,1982-03-17,,,,,6800.0,Approved Ext Data,192.55455688
14311,33145001,1982-03-18,,,,,8080.0,Approved Ext Data,228.800120528
14310,33145001,1982-03-19,,,,,9800.0,Approved Ext Data,277.50509668
14309,33145001,1982-03-20,,,,,11000.0,Approved Ext Data,311.4853126
14308,33145001,1982-03-21,,,,,12700.0,Approved Ext Data,359.62395182
14307,33145001,1982-03-22,,,,,14000.0,Approved Ext Data,396.4358524
14306,33145001,1982-03-23,,,,,16100.0,Approved Ext Data,455.90123026000003
14305,33145001,1982-03-24,,,,,17000.0,Approved Ext Data,481.3863922
14304,33145001,1982-03-25,,,,,17000.0,Approved Ext Data,481.3863922
14303,33145001,1982-03-26,,,,,17200.0,Approved Ext Data,487.04976152
14302,33145001,1982-03-27,,,,,17200.0,Approved Ext Data,487.04976152
14301,33145001,1982-03-28,,,,,16900.0,Approved Ext Data,478.55470754000004
14300,33145001,1982-03-29,,,,,16400.0,Approved Ext Data,464.39628424
14299,33145001,1982-03-30,,,,,15800.0,Approved Ext Data,447.40617628
14298,33145001,1982-03-31,,,,,15200.0,Approved Ext Data,430.41606832
14297,33145001,1982-04-01,,,,,14700.0,Approved Ext Data,416.25764502
14296,33145001,1982-04-02,,,,,14200.0,Approved Ext Data,402.09922172
14295,33145001,1982-04-03,,,,,13800.0,Approved Ext Data,390.77248308000003
14294,33145001,1982-04-04,,,,,13400.0,Approved Ext Data,379.44574444
14293,33145001,1982-04-05,,,,,13100.0,Approved Ext Data,370.95069046000003
14292,33145001,1982-04-06,,,,,13100.0,Approved Ext Data,370.95069046000003
14291,33145001,1982-04-07,,,,,13100.0,Approved Ext Data,370.95069046000003
14290,33145001,1982-04-08,,,,,13100.0,Approved Ext Data,370.95069046000003
14289,33145001,1982-04-09,,,,,13300.0,Approved Ext Data,376.61405978
14288,33145001,1982-04-10,,,,,13400.0,Approved Ext Data,379.44574444
14287,33145001,1982-04-11,,,,,13500.0,Approved Ext Data,382.2774291
14286,33145001,1982-04-12,,,,,13500.0,Approved Ext Data,382.2774291
14285,33145001,1982-04-13,,,,,13500.0,Approved Ext Data,382.2774291
14284,33145001,1982-04-14,,,,,13500.0,Approved Ext Data,382.2774291
14283,33145001,1982-04-15,,,,,13500.0,Approved Ext Data,382.2774291
14282,33145001,1982-04-16,,,,,13500.0,Approved Ext Data,382.2774291
14281,33145001,1982-04-17,,,,,13800.0,Approved Ext Data,390.77248308000003
14280,33145001,1982-04-18,,,,,14100.0,Approved Ext Data,399.26753706
14279,33145001,1982-04-19,,,,,14400.0,Approved Ext Data,407.76259104
14278,33145001,1982-04-20,,,,,14700.0,Approved Ext Data,416.25764502
14277,33145001,1982-04-21,,,,,15100.0,Approved Ext Data,427.58438366
14276,33145001,1982-04-22,,,,,15500.0,Approved Ext Data,438.9111223
14275,33145001,1982-04-23,,,,,15700.0,Approved Ext Data,444.57449162
14274,33145001,1982-04-24,,,,,15500.0,Approved Ext Data,438.9111223
14273,33145001,1982-04-25,,,,,15100.0,Approved Ext Data,427.58438366
14272,33145001,1982-04-26,,,,,14500.0,Approved Ext Data,410.5942757
14271,33145001,1982-04-27,,,,,13600.0,Approved Ext Data,385.10911376
14270,33145001,1982-04-28,,,,,12400.0,Approved Ext Data,351.12889784000004
14269,33145001,1982-04-29,,,,,11200.0,Approved Ext Data,317.14868192
14268,33145001,1982-04-30,,,,,10200.0,Approved Ext Data,288.83183532
14267,33145001,1982-05-01,,,,,9350.0,Approved Ext Data,264.76251571
14266,33145001,1982-05-02,,,,,8660.0,Approved Ext Data,245.223891556
14265,33145001,1982-05-03,,,,,8060.0,Approved Ext Data,228.233783596
14264,33145001,1982-05-04,,,,,7500.0,Approved Ext Data,212.3763495
14263,33145001,1982-05-05,,,,,7130.0,Approved Ext Data,201.899116258
14262,33145001,1982-05-06,,,,,7230.0,Approved Ext Data,204.730800918
14261,33145001,1982-05-07,,,,,7300.0,Approved Ext Data,206.71298018000002
14260,33145001,1982-05-08,,,,,7340.0,Approved Ext Data,207.845654044
14259,33145001,1982-05-09,,,,,7380.0,Approved Ext Data,208.978327908
14258,33145001,1982-05-10,,,,,7240.0,Approved Ext Data,205.013969384
14257,33145001,1982-05-11,,,,,6960.0,Approved Ext Data,197.085252336
14256,33145001,1982-05-12,,,,,6550.0,Approved Ext Data,185.47534523000002
14255,33145001,1982-05-13,,,,,6300.0,Approved Ext Data,178.39613358
14254,33145001,1982-05-14,,,,,6340.0,Approved Ext Data,179.528807444
14253,33145001,1982-05-15,,,,,7030.0,Approved Ext Data,199.067431598
14252,33145001,1982-05-16,,,,,7840.0,Approved Ext Data,222.004077344
14251,33145001,1982-05-17,,,,,8540.0,Approved Ext Data,241.82586996400002
14250,33145001,1982-05-18,,,,,9260.0,Approved Ext Data,262.213999516
14249,33145001,1982-05-19,,,,,9900.0,Approved Ext Data,280.33678134
14248,33145001,1982-05-20,,,,,10400.0,Approved Ext Data,294.49520464
14247,33145001,1982-05-21,,,,,10900.0,Approved Ext Data,308.65362794000004
14246,33145001,1982-05-22,,,,,11300.0,Approved Ext Data,319.98036658
14245,33145001,1982-05-23,,,,,11400.0,Approved Ext Data,322.81205124
14244,33145001,1982-05-24,,,,,11200.0,Approved Ext Data,317.14868192
14243,33145001,1982-05-25,,,,,10500.0,Approved Ext Data,297.3268893
14242,33145001,1982-05-26,,,,,9880.0,Approved Ext Data,279.770444408
14241,33145001,1982-05-27,,,,,9520.0,Approved Ext Data,269.576379632
14240,33145001,1982-05-28,,,,,9300.0,Approved Ext Data,263.34667338
14239,33145001,1982-05-29,,,,,9210.0,Approved Ext Data,260.798157186
14238,33145001,1982-05-30,,,,,9140.0,Approved Ext Data,258.815977924
14237,33145001,1982-05-31,,,,,9280.0,Approved Ext Data,262.780336448
14236,33145001,1982-06-01,,,,,10400.0,Approved Ext Data,294.49520464
14235,33145001,1982-06-02,,,,,11200.0,Approved Ext Data,317.14868192
14234,33145001,1982-06-03,,,,,11500.0,Approved Ext Data,325.6437359
14233,33145001,1982-06-04,,,,,11400.0,Approved Ext Data,322.81205124
14232,33145001,1982-06-05,,,,,10600.0,Approved Ext Data,300.15857396
14231,33145001,1982-06-06,,,,,9460.0,Approved Ext Data,267.877368836
14230,33145001,1982-06-07,,,,,8440.0,Approved Ext Data,238.994185304
14229,33145001,1982-06-08,,,,,7680.0,Approved Ext Data,217.473381888
14228,33145001,1982-06-09,,,,,7430.0,Approved Ext Data,210.39417023800002
14227,33145001,1982-06-10,,,,,7680.0,Approved Ext Data,217.473381888
14226,33145001,1982-06-11,,,,,7950.0,Approved Ext Data,225.11893047
14225,33145001,1982-06-12,,,,,7990.0,Approved Ext Data,226.251604334
14224,33145001,1982-06-13,,,,,7550.0,Approved Ext Data,213.79219183
14223,33145001,1982-06-14,,,,,6770.0,Approved Ext Data,191.70505148200002
14222,33145001,1982-06-15,,,,,6230.0,Approved Ext Data,176.413954318
14221,33145001,1982-06-16,,,,,5900.0,Approved Ext Data,167.06939494
14220,33145001,1982-06-17,,,,,5620.0,Approved Ext Data,159.140677892
14219,33145001,1982-06-18,,,,,5560.0,Approved Ext Data,157.441667096
14218,33145001,1982-06-19,,,,,5700.0,Approved Ext Data,161.40602562
14217,33145001,1982-06-20,,,,,5730.0,Approved Ext Data,162.255531018
14216,33145001,1982-06-21,,,,,5560.0,Approved Ext Data,157.441667096
14215,33145001,1982-06-22,,,,,5280.0,Approved Ext Data,149.512950048
14214,33145001,1982-06-23,,,,,4950.0,Approved Ext Data,140.16839067
14213,33145001,1982-06-24,,,,,4640.0,Approved Ext Data,131.390168224
14212,33145001,1982-06-25,,,,,4430.0,Approved Ext Data,125.443630438
14211,33145001,1982-06-26,,,,,4260.0,Approved Ext Data,120.629766516
14210,33145001,1982-06-27,,,,,4160.0,Approved Ext Data,117.79808185600001
14209,33145001,1982-06-28,,,,,4060.0,Approved Ext Data,114.966397196
14208,33145001,1982-06-29,,,,,3900.0,Approved Ext Data,110.43570174
14207,33145001,1982-06-30,,,,,3660.0,Approved Ext Data,103.639658556
14206,33145001,1982-07-01,,,,,3430.0,Approved Ext Data,97.12678383800001
14205,33145001,1982-07-02,,,,,3220.0,Approved Ext Data,91.180246052
14204,33145001,1982-07-03,,,,,3060.0,Approved Ext Data,86.649550596
14203,33145001,1982-07-04,,,,,2900.0,Approved Ext Data,82.11885514000001
14202,33145001,1982-07-05,,,,,2750.0,Approved Ext Data,77.87132815
14201,33145001,1982-07-06,,,,,2650.0,Approved Ext Data,75.03964349
14200,33145001,1982-07-07,,,,,2660.0,Approved Ext Data,75.322811956
14199,33145001,1982-07-08,,,,,2590.0,Approved Ext Data,73.340632694
14198,33145001,1982-07-09,,,,,2640.0,Approved Ext Data,74.756475024
14197,33145001,1982-07-10,,,,,3060.0,Approved Ext Data,86.649550596
14196,33145001,1982-07-11,,,,,3810.0,Approved Ext Data,107.887185546
14195,33145001,1982-07-12,,,,,4990.0,Approved Ext Data,141.301064534
14194,33145001,1982-07-13,,,,,5470.0,Approved Ext Data,154.893150902
14193,33145001,1982-07-14,,,,,5550.0,Approved Ext Data,157.15849863
14192,33145001,1982-07-15,,,,,5350.0,Approved Ext Data,151.49512931
14191,33145001,1982-07-16,,,,,4860.0,Approved Ext Data,137.619874476
14190,33145001,1982-07-17,,,,,4370.0,Approved Ext Data,123.744619642
14189,33145001,1982-07-18,,,,,4160.0,Approved Ext Data,117.79808185600001
14188,33145001,1982-07-19,,,,,4590.0,Approved Ext Data,129.974325894
14187,33145001,1982-07-20,,,,,5120.0,Approved Ext Data,144.982254592
14186,33145001,1982-07-21,,,,,5190.0,Approved Ext Data,146.964433854
14185,33145001,1982-07-22,,,,,4980.0,Approved Ext Data,141.017896068
14184,33145001,1982-07-23,,,,,4650.0,Approved Ext Data,131.67333669
14183,33145001,1982-07-24,,,,,4520.0,Approved Ext Data,127.992146632
14182,33145001,1982-07-25,,,,,4750.0,Approved Ext Data,134.50502135
14181,33145001,1982-07-26,,,,,4680.0,Approved Ext Data,132.522842088
14180,33145001,1982-07-27,,,,,4270.0,Approved Ext Data,120.91293498200001
14179,33145001,1982-07-28,,,,,3720.0,Approved Ext Data,105.338669352
14178,33145001,1982-07-29,,,,,3230.0,Approved Ext Data,91.46341451800001
14177,33145001,1982-07-30,,,,,2890.0,Approved Ext Data,81.835686674
14176,33145001,1982-07-31,,,,,2660.0,Approved Ext Data,75.322811956
14175,33145001,1982-08-01,,,,,2480.0,Approved Ext Data,70.22577956800001
14174,33145001,1982-08-02,,,,,2290.0,Approved Ext Data,64.845578714
14173,33145001,1982-08-03,,,,,2130.0,Approved Ext Data,60.314883258
14172,33145001,1982-08-04,,,,,1980.0,Approved Ext Data,56.067356268000005
14171,33145001,1982-08-05,,,,,1870.0,Approved Ext Data,52.952503142000005
14170,33145001,1982-08-06,,,,,1780.0,Approved Ext Data,50.403986948000004
14169,33145001,1982-08-07,,,,,1830.0,Approved Ext Data,51.819829278
14168,33145001,1982-08-08,,,,,2170.0,Approved Ext Data,61.447557122
14167,33145001,1982-08-09,,,,,2260.0,Approved Ext Data,63.996073316
14166,33145001,1982-08-10,,,,,2050.0,Approved Ext Data,58.04953553
14165,33145001,1982-08-11,,,,,1850.0,Approved Ext Data,52.38616621
14164,33145001,1982-08-12,,,,,1700.0,Approved Ext Data,48.13863922
14163,33145001,1982-08-13,,,,,1580.0,Approved Ext Data,44.740617628
14162,33145001,1982-08-14,,,,,1470.0,Approved Ext Data,41.625764502
14161,33145001,1982-08-15,,,,,1370.0,Approved Ext Data,38.794079842
14160,33145001,1982-08-16,,,,,1290.0,Approved Ext Data,36.528732114
14159,33145001,1982-08-17,,,,,1210.0,Approved Ext Data,34.263384386
14158,33145001,1982-08-18,,,,,1150.0,Approved Ext Data,32.56437359
14157,33145001,1982-08-19,,,,,1090.0,Approved Ext Data,30.865362794
14156,33145001,1982-08-20,,,,,1030.0,Approved Ext Data,29.166351998
14155,33145001,1982-08-21,,,,,961.0,Approved Ext Data,27.2124895826
14154,33145001,1982-08-22,,,,,939.0,Approved Ext Data,26.5895189574
14153,33145001,1982-08-23,,,,,876.0,Approved Ext Data,24.805557621600002
14152,33145001,1982-08-24,,,,,880.0,Approved Ext Data,24.918825008
14151,33145001,1982-08-25,,,,,855.0,Approved Ext Data,24.210903843
14150,33145001,1982-08-26,,,,,880.0,Approved Ext Data,24.918825008
14149,33145001,1982-08-27,,,,,848.0,Approved Ext Data,24.012685916800002
14148,33145001,1982-08-28,,,,,869.0,Approved Ext Data,24.6073396954
14147,33145001,1982-08-29,,,,,946.0,Approved Ext Data,26.7877368836
14146,33145001,1982-08-30,,,,,1010.0,Approved Ext Data,28.600015066
14145,33145001,1982-08-31,,,,,1030.0,Approved Ext Data,29.166351998
14144,33145001,1982-09-01,,,,,1140.0,Approved Ext Data,32.281205124
14143,33145001,1982-09-02,,,,,1120.0,Approved Ext Data,31.714868192
14142,33145001,1982-09-03,,,,,1110.0,Approved Ext Data,31.431699726
14141,33145001,1982-09-04,,,,,1260.0,Approved Ext Data,35.679226716
14140,33145001,1982-09-05,,,,,1590.0,Approved Ext Data,45.023786094
14139,33145001,1982-09-06,,,,,1630.0,Approved Ext Data,46.156459958
14138,33145001,1982-09-07,,,,,1520.0,Approved Ext Data,43.041606832
14137,33145001,1982-09-08,,,,,1400.0,Approved Ext Data,39.64358524
14136,33145001,1982-09-09,,,,,1320.0,Approved Ext Data,37.378237512
14135,33145001,1982-09-10,,,,,1280.0,Approved Ext Data,36.245563648
14134,33145001,1982-09-11,,,,,1260.0,Approved Ext Data,35.679226716
14133,33145001,1982-09-12,,,,,1260.0,Approved Ext Data,35.679226716
14132,33145001,1982-09-13,,,,,1300.0,Approved Ext Data,36.81190058
14131,33145001,1982-09-14,,,,,1410.0,Approved Ext Data,39.926753706
14130,33145001,1982-09-15,,,,,1560.0,Approved Ext Data,44.174280696000004
14129,33145001,1982-09-16,,,,,1770.0,Approved Ext Data,50.120818482000004
14128,33145001,1982-09-17,,,,,2330.0,Approved Ext Data,65.978252578
14127,33145001,1982-09-18,,,,,2630.0,Approved Ext Data,74.473306558
14126,33145001,1982-09-19,,,,,2580.0,Approved Ext Data,73.057464228
14125,33145001,1982-09-20,,,,,2440.0,Approved Ext Data,69.093105704
14124,33145001,1982-09-21,,,,,2310.0,Approved Ext Data,65.411915646
14123,33145001,1982-09-22,,,,,2180.0,Approved Ext Data,61.730725588
14122,33145001,1982-09-23,,,,,2050.0,Approved Ext Data,58.04953553
14121,33145001,1982-09-24,,,,,1920.0,Approved Ext Data,54.368345472
14120,33145001,1982-09-25,,,,,1820.0,Approved Ext Data,51.536660812
14119,33145001,1982-09-26,,,,,1740.0,Approved Ext Data,49.271313084
14118,33145001,1982-09-27,,,,,1630.0,Approved Ext Data,46.156459958
14117,33145001,1982-09-28,,,,,1520.0,Approved Ext Data,43.041606832
14116,33145001,1982-09-29,,,,,1440.0,Approved Ext Data,40.776259104000005
14115,33145001,1982-09-30,,,,,1380.0,Approved Ext Data,39.077248308
14114,33145001,1982-10-01,,,,,1410.0,Approved Ext Data,39.926753706
14113,33145001,1982-10-02,,,,,1420.0,Approved Ext Data,40.209922172
14112,33145001,1982-10-03,,,,,1490.0,Approved Ext Data,42.192101434
14111,33145001,1982-10-04,,,,,1730.0,Approved Ext Data,48.988144618
14110,33145001,1982-10-05,,,,,2480.0,Approved Ext Data,70.22577956800001
14109,33145001,1982-10-06,,,,,3220.0,Approved Ext Data,91.180246052
14108,33145001,1982-10-07,,,,,3520.0,Approved Ext Data,99.675300032
14107,33145001,1982-10-08,,,,,3520.0,Approved Ext Data,99.675300032
14106,33145001,1982-10-09,,,,,3500.0,Approved Ext Data,99.1089631
14105,33145001,1982-10-10,,,,,3570.0,Approved Ext Data,101.091142362
14104,33145001,1982-10-11,,,,,3600.0,Approved Ext Data,101.94064776
14103,33145001,1982-10-12,,,,,3700.0,Approved Ext Data,104.77233242
14102,33145001,1982-10-13,,,,,4060.0,Approved Ext Data,114.966397196
14101,33145001,1982-10-14,,,,,4340.0,Approved Ext Data,122.895114244
14100,33145001,1982-10-15,,,,,4370.0,Approved Ext Data,123.744619642
14099,33145001,1982-10-16,,,,,4260.0,Approved Ext Data,120.629766516
14098,33145001,1982-10-17,,,,,4150.0,Approved Ext Data,117.51491339
14097,33145001,1982-10-18,,,,,4050.0,Approved Ext Data,114.68322873
14096,33145001,1982-10-19,,,,,4000.0,Approved Ext Data,113.2673864
14095,33145001,1982-10-20,,,,,4150.0,Approved Ext Data,117.51491339
14094,33145001,1982-10-21,,,,,4510.0,Approved Ext Data,127.70897816600001
14093,33145001,1982-10-22,,,,,5030.0,Approved Ext Data,142.433738398
14092,33145001,1982-10-23,,,,,5860.0,Approved Ext Data,165.936721076
14091,33145001,1982-10-24,,,,,6600.0,Approved Ext Data,186.89118756
14090,33145001,1982-10-25,,,,,6850.0,Approved Ext Data,193.97039921
14089,33145001,1982-10-26,,,,,6720.0,Approved Ext Data,190.289209152
14088,33145001,1982-10-27,,,,,6440.0,Approved Ext Data,182.360492104
14087,33145001,1982-10-28,,,,,6120.0,Approved Ext Data,173.299101192
14086,33145001,1982-10-29,,,,,5830.0,Approved Ext Data,165.087215678
14085,33145001,1982-10-30,,,,,5550.0,Approved Ext Data,157.15849863
14084,33145001,1982-10-31,,,,,5260.0,Approved Ext Data,148.946613116
14083,33145001,1982-11-01,,,,,5020.0,Approved Ext Data,142.150569932
14082,33145001,1982-11-02,,,,,4760.0,Approved Ext Data,134.788189816
14081,33145001,1982-11-03,,,,,4540.0,Approved Ext Data,128.558483564
14080,33145001,1982-11-04,,,,,4360.0,Approved Ext Data,123.461451176
14079,33145001,1982-11-05,,,,,4200.0,Approved Ext Data,118.93075572000001
14078,33145001,1982-11-06,,,,,4060.0,Approved Ext Data,114.966397196
14077,33145001,1982-11-07,,,,,3930.0,Approved Ext Data,111.285207138
14076,33145001,1982-11-08,,,,,3780.0,Approved Ext Data,107.037680148
14075,33145001,1982-11-09,,,,,3680.0,Approved Ext Data,104.205995488
14074,33145001,1982-11-10,,,,,3800.0,Approved Ext Data,107.60401708
14073,33145001,1982-11-11,,,,,4390.0,Approved Ext Data,124.310956574
14072,33145001,1982-11-12,,,,,5540.0,Approved Ext Data,156.875330164
14071,33145001,1982-11-13,,,,,7240.0,Approved Ext Data,205.013969384
14070,33145001,1982-11-14,,,,,8410.0,Approved Ext Data,238.144679906
14069,33145001,1982-11-15,,,,,8990.0,Approved Ext Data,254.568450934
14068,33145001,1982-11-16,,,,,9170.0,Approved Ext Data,259.665483322
14067,33145001,1982-11-17,,,,,8900.0,Approved Ext Data,252.01993474
14066,33145001,1982-11-18,,,,,8580.0,Approved Ext Data,242.95854382800002
14065,33145001,1982-11-19,,,,,8360.0,Approved Ext Data,236.72883757600002
14064,33145001,1982-11-20,,,,,8440.0,Approved Ext Data,238.994185304
14063,33145001,1982-11-21,,,,,8720.0,Approved Ext Data,246.922902352
14062,33145001,1982-11-22,,,,,9040.0,Approved Ext Data,255.984293264
14061,33145001,1982-11-23,,,,,9450.0,Approved Ext Data,267.59420037
14060,33145001,1982-11-24,,,,,9580.0,Approved Ext Data,271.275390428
14059,33145001,1982-11-25,,,,,9100.0,Approved Ext Data,257.68330406
14058,33145001,1982-11-26,,,,,8200.0,Approved Ext Data,232.19814212
14057,33145001,1982-11-27,,,,,7630.0,Approved Ext Data,216.057539558
14056,33145001,1982-11-28,,,,,7300.0,Approved Ext Data,206.71298018000002
14055,33145001,1982-11-29,,,,,7130.0,Approved Ext Data,201.899116258
14054,33145001,1982-11-30,,,,,7130.0,Approved Ext Data,201.899116258
14053,33145001,1982-12-01,,,,,7010.0,Approved Ext Data,198.501094666
14052,33145001,1982-12-02,,,,,6940.0,Approved Ext Data,196.518915404
14051,33145001,1982-12-03,,,,,6910.0,Approved Ext Data,195.669410006
14050,33145001,1982-12-04,,,,,7020.0,Approved Ext Data,198.784263132
14049,33145001,1982-12-05,,,,,7140.0,Approved Ext Data,202.182284724
14048,33145001,1982-12-06,,,,,7240.0,Approved Ext Data,205.013969384
14047,33145001,1982-12-07,,,,,7220.0,Approved Ext Data,204.447632452
14046,33145001,1982-12-08,,,,,6960.0,Approved Ext Data,197.085252336
14045,33145001,1982-12-09,,,,,6200.0,Approved Ext Data,175.56444892000002
14044,33145001,1982-12-10,,,,,4380.0,Approved Ext Data,124.02778810800001
14043,33145001,1982-12-11,,,,,3640.0,Approved Ext Data,103.073321624
14042,33145001,1982-12-12,,,,,4080.0,Approved Ext Data,115.532734128
14041,33145001,1982-12-13,,,,,4590.0,Approved Ext Data,129.974325894
14040,33145001,1982-12-14,,,,,5000.0,Approved Ext Data,141.584233
14039,33145001,1982-12-15,,,,,5680.0,Approved Ext Data,160.839688688
14038,33145001,1982-12-16,,,,,5400.0,Approved Ext Data,152.91097164
14037,33145001,1982-12-17,,,,,5200.0,Approved Ext Data,147.24760232
14036,33145001,1982-12-18,,,,,5000.0,Approved Ext Data,141.584233
14035,33145001,1982-12-19,,,,,4700.0,Approved Ext Data,133.08917902000002
14034,33145001,1982-12-20,,,,,4500.0,Approved Ext Data,127.4258097
14033,33145001,1982-12-21,,,,,4450.0,Approved Ext Data,126.00996737
14032,33145001,1982-12-22,,,,,4400.0,Approved Ext Data,124.59412504000001
14031,33145001,1982-12-23,,,,,4350.0,Approved Ext Data,123.17828271
14030,33145001,1982-12-24,,,,,4300.0,Approved Ext Data,121.76244038
14029,33145001,1982-12-25,,,,,4250.0,Approved Ext Data,120.34659805
14028,33145001,1982-12-26,,,,,4250.0,Approved Ext Data,120.34659805
14027,33145001,1982-12-27,,,,,4200.0,Approved Ext Data,118.93075572000001
14026,33145001,1982-12-28,,,,,4200.0,Approved Ext Data,118.93075572000001
14025,33145001,1982-12-29,,,,,4200.0,Approved Ext Data,118.93075572000001
14024,33145001,1982-12-30,,,,,4150.0,Approved Ext Data,117.51491339
14023,33145001,1982-12-31,,,,,4150.0,Approved Ext Data,117.51491339
14022,33145001,1983-01-01,,,,,4100.0,Approved Ext Data,116.09907106
14021,33145001,1983-01-02,,,,,4000.0,Approved Ext Data,113.2673864
14020,33145001,1983-01-03,,,,,3950.0,Approved Ext Data,111.85154407
14019,33145001,1983-01-04,,,,,3900.0,Approved Ext Data,110.43570174
14018,33145001,1983-01-05,,,,,3800.0,Approved Ext Data,107.60401708
14017,33145001,1983-01-06,,,,,3700.0,Approved Ext Data,104.77233242
14016,33145001,1983-01-07,,,,,3600.0,Approved Ext Data,101.94064776
14015,33145001,1983-01-08,,,,,3550.0,Approved Ext Data,100.52480543
14014,33145001,1983-01-09,,,,,3500.0,Approved Ext Data,99.1089631
14013,33145001,1983-01-10,,,,,3450.0,Approved Ext Data,97.69312077000001
14012,33145001,1983-01-11,,,,,3350.0,Approved Ext Data,94.86143611
14011,33145001,1983-01-12,,,,,3300.0,Approved Ext Data,93.44559378
14010,33145001,1983-01-13,,,,,3250.0,Approved Ext Data,92.02975145
14009,33145001,1983-01-14,,,,,3200.0,Approved Ext Data,90.61390912
14008,33145001,1983-01-15,,,,,3150.0,Approved Ext Data,89.19806679
14007,33145001,1983-01-16,,,,,3100.0,Approved Ext Data,87.78222446000001
14006,33145001,1983-01-17,,,,,3000.0,Approved Ext Data,84.9505398
14005,33145001,1983-01-18,,,,,2950.0,Approved Ext Data,83.53469747
14004,33145001,1983-01-19,,,,,2900.0,Approved Ext Data,82.11885514000001
14003,33145001,1983-01-20,,,,,2850.0,Approved Ext Data,80.70301281
14002,33145001,1983-01-21,,,,,2800.0,Approved Ext Data,79.28717048
14001,33145001,1983-01-22,,,,,2750.0,Approved Ext Data,77.87132815
14000,33145001,1983-01-23,,,,,2700.0,Approved Ext Data,76.45548582
13999,33145001,1983-01-24,,,,,2650.0,Approved Ext Data,75.03964349
13998,33145001,1983-01-25,,,,,2600.0,Approved Ext Data,73.62380116
13997,33145001,1983-01-26,,,,,2550.0,Approved Ext Data,72.20795883
13996,33145001,1983-01-27,,,,,2500.0,Approved Ext Data,70.7921165
13995,33145001,1983-01-28,,,,,2450.0,Approved Ext Data,69.37627417
13994,33145001,1983-01-29,,,,,2400.0,Approved Ext Data,67.96043184
13993,33145001,1983-01-30,,,,,2350.0,Approved Ext Data,66.54458951000001
13992,33145001,1983-01-31,,,,,2300.0,Approved Ext Data,65.12874718
13991,33145001,1983-02-01,,,,,2250.0,Approved Ext Data,63.71290485
13990,33145001,1983-02-02,,,,,2200.0,Approved Ext Data,62.297062520000004
13989,33145001,1983-02-03,,,,,2200.0,Approved Ext Data,62.297062520000004
13988,33145001,1983-02-04,,,,,2150.0,Approved Ext Data,60.88122019
13987,33145001,1983-02-05,,,,,2150.0,Approved Ext Data,60.88122019
13986,33145001,1983-02-06,,,,,2100.0,Approved Ext Data,59.465377860000004
