,Site,Timestamp,Precipitation (in.),Precipitation (in.) Quality,Level (ft),Level (ft) Quality,Discharge (cfs),Discharge (cfs) Quality,Discharge [m^3/s]
8843,33145001,1997-03-07 00:00:00,,,,,5300.0,Estimated Ext Data,150.07928698
8842,33145001,1997-03-08 00:00:00,,,,,6000.0,Estimated Ext Data,169.9010796
8841,33145001,1997-03-09 00:00:00,,,,,6600.0,Estimated Ext Data,186.89118756
8840,33145001,1997-03-10 00:00:00,,,,,7220.0,Approved Ext Data,204.447632452
8839,33145001,1997-03-11 00:00:00,,,,,8300.0,Estimated Ext Data,235.02982678
8838,33145001,1997-03-12 00:00:00,,,,,9600.0,Estimated Ext Data,271.84172736
8837,33145001,1997-03-13 00:00:00,,,,,11000.0,Estimated Ext Data,311.4853126
8836,33145001,1997-03-14 00:00:00,,,,,12000.0,Estimated Ext Data,339.8021592
8835,33145001,1997-03-15 00:00:00,,,,,12500.0,Estimated Ext Data,353.9605825
8834,33145001,1997-03-16 00:00:00,,,,,12600.0,Estimated Ext Data,356.79226716
8833,33145001,1997-03-17 00:00:00,,,,,12600.0,Estimated Ext Data,356.79226716
8832,33145001,1997-03-18 00:00:00,,,,,12700.0,Estimated Ext Data,359.62395182
8831,33145001,1997-03-19 00:00:00,,,,,12800.0,Estimated Ext Data,362.45563648
8830,33145001,1997-03-20 00:00:00,,,,,13000.0,Estimated Ext Data,368.1190058
8829,33145001,1997-03-21 00:00:00,,,,,15000.0,Estimated Ext Data,424.752699
8828,33145001,1997-03-22 00:00:00,,,,,17000.0,Estimated Ext Data,481.3863922
8827,33145001,1997-03-23 00:00:00,,,,,19500.0,Estimated Ext Data,552.1785087000001
8826,33145001,1997-03-24 00:00:00,,,,,20600.0,Approved Ext Data,583.32703996
8825,33145001,1997-03-25 00:00:00,,,,,22400.0,Approved Ext Data,634.29736384
8824,33145001,1997-03-26 00:00:00,,,,,24900.0,Approved Ext Data,705.08948034
8823,33145001,1997-03-27 00:00:00,,,,,26800.0,Approved Ext Data,758.89148888
8822,33145001,1997-03-28 00:00:00,,,,,28400.0,Approved Ext Data,804.19844344
8821,33145001,1997-03-29 00:00:00,,,,,29500.0,Approved Ext Data,835.3469747
8820,33145001,1997-03-30 00:00:00,,,,,30900.0,Approved Ext Data,874.99055994
8819,33145001,1997-03-31 00:00:00,,,,,32400.0,Approved Ext Data,917.46582984
8818,33145001,1997-04-01 00:00:00,,,,,34200.0,Approved Ext Data,968.43615372
8817,33145001,1997-04-02 00:00:00,,,,,36900.0,Approved Ext Data,1044.89163954
8816,33145001,1997-04-03 00:00:00,,,,,39000.0,Approved Ext Data,1104.3570174000001
8815,33145001,1997-04-04 00:00:00,,,,,40200.0,Approved Ext Data,1138.33723332
8814,33145001,1997-04-05 00:00:00,,,,,41200.0,Approved Ext Data,1166.65407992
8813,33145001,1997-04-06 00:00:00,,,,,42700.0,Approved Ext Data,1209.12934982
8812,33145001,1997-04-07 00:00:00,,,,,45200.0,Approved Ext Data,1279.92146632
8811,33145001,1997-04-08 00:00:00,,,,,50600.0,Approved Ext Data,1432.83243796
8810,33145001,1997-04-09 00:00:00,,,,,60600.0,Approved Ext Data,1716.00090396
8809,33145001,1997-04-10 00:00:00,,,,,72300.0,Approved Ext Data,2047.30800918
8808,33145001,1997-04-11 00:00:00,,,,,79600.0,Approved Ext Data,2254.02098936
8807,33145001,1997-04-12 00:00:00,,,,,81900.0,Approved Ext Data,2319.14973654
8806,33145001,1997-04-13 00:00:00,,,,,80400.0,Approved Ext Data,2276.67446664
8805,33145001,1997-04-14 00:00:00,,,,,76300.0,Approved Ext Data,2160.57539558
8804,33145001,1997-04-15 00:00:00,,,,,70000.0,Approved Ext Data,1982.179262
8803,33145001,1997-04-16 00:00:00,,,,,63000.0,Approved Ext Data,1783.9613358000001
8802,33145001,1997-04-17 00:00:00,,,,,56100.0,Approved Ext Data,1588.57509426
8801,33145001,1997-04-18 00:00:00,,,,,50200.0,Approved Ext Data,1421.50569932
8800,33145001,1997-04-19 00:00:00,,,,,45300.0,Approved Ext Data,1282.75315098
8799,33145001,1997-04-20 00:00:00,,,,,41500.0,Approved Ext Data,1175.1491339
8798,33145001,1997-04-21 00:00:00,,,,,38600.0,Approved Ext Data,1093.03027876
8797,33145001,1997-04-22 00:00:00,,,,,36200.0,Approved Ext Data,1025.06984692
8796,33145001,1997-04-23 00:00:00,,,,,34100.0,Approved Ext Data,965.60446906
8795,33145001,1997-04-24 00:00:00,,,,,32200.0,Approved Ext Data,911.8024605200001
8794,33145001,1997-04-25 00:00:00,,,,,30500.0,Approved Ext Data,863.6638213
8793,33145001,1997-04-26 00:00:00,,,,,29300.0,Approved Ext Data,829.68360538
8792,33145001,1997-04-27 00:00:00,,,,,28200.0,Approved Ext Data,798.53507412
8791,33145001,1997-04-28 00:00:00,,,,,27100.0,Approved Ext Data,767.3865428600001
8790,33145001,1997-04-29 00:00:00,,,,,26000.0,Approved Ext Data,736.2380116
8789,33145001,1997-04-30 00:00:00,,,,,25000.0,Approved Ext Data,707.921165
8788,33145001,1997-05-01 00:00:00,,,,,23800.0,Approved Ext Data,673.94094908
8787,33145001,1997-05-02 00:00:00,,,,,22800.0,Approved Ext Data,645.62410248
8786,33145001,1997-05-03 00:00:00,,,,,21900.0,Approved Ext Data,620.13894054
8785,33145001,1997-05-04 00:00:00,,,,,21200.0,Approved Ext Data,600.31714792
8784,33145001,1997-05-05 00:00:00,,,,,20600.0,Approved Ext Data,583.32703996
8783,33145001,1997-05-06 00:00:00,,,,,20000.0,Approved Ext Data,566.336932
8782,33145001,1997-05-07 00:00:00,,,,,19700.0,Approved Ext Data,557.84187802
8781,33145001,1997-05-08 00:00:00,,,,,19700.0,Approved Ext Data,557.84187802
8780,33145001,1997-05-09 00:00:00,,,,,19400.0,Approved Ext Data,549.34682404
8779,33145001,1997-05-10 00:00:00,,,,,19100.0,Approved Ext Data,540.85177006
8778,33145001,1997-05-11 00:00:00,,,,,18700.0,Approved Ext Data,529.52503142
8777,33145001,1997-05-12 00:00:00,,,,,18400.0,Approved Ext Data,521.02997744
8776,33145001,1997-05-13 00:00:00,,,,,18000.0,Approved Ext Data,509.7032388
8775,33145001,1997-05-14 00:00:00,,,,,17500.0,Approved Ext Data,495.5448155
8774,33145001,1997-05-15 00:00:00,,,,,16900.0,Approved Ext Data,478.55470754000004
8773,33145001,1997-05-16 00:00:00,,,,,16200.0,Approved Ext Data,458.73291492
8772,33145001,1997-05-17 00:00:00,,,,,15400.0,Approved Ext Data,436.07943764000004
8771,33145001,1997-05-18 00:00:00,,,,,14700.0,Approved Ext Data,416.25764502
8770,33145001,1997-05-19 00:00:00,,,,,13800.0,Approved Ext Data,390.77248308000003
8769,33145001,1997-05-20 00:00:00,,,,,13100.0,Approved Ext Data,370.95069046000003
8768,33145001,1997-05-21 00:00:00,,,,,12500.0,Approved Ext Data,353.9605825
8767,33145001,1997-05-22 00:00:00,,,,,11700.0,Approved Ext Data,331.30710522
8766,33145001,1997-05-23 00:00:00,,,,,11000.0,Approved Ext Data,311.4853126
8765,33145001,1997-05-24 00:00:00,,,,,10400.0,Approved Ext Data,294.49520464
8764,33145001,1997-05-25 00:00:00,,,,,10300.0,Approved Ext Data,291.66351998
8763,33145001,1997-05-26 00:00:00,,,,,11200.0,Approved Ext Data,317.14868192
8762,33145001,1997-05-27 00:00:00,,,,,12300.0,Approved Ext Data,348.29721318
8761,33145001,1997-05-28 00:00:00,,,,,13000.0,Approved Ext Data,368.1190058
8760,33145001,1997-05-29 00:00:00,,,,,13100.0,Approved Ext Data,370.95069046000003
8759,33145001,1997-05-30 00:00:00,,,,,12700.0,Approved Ext Data,359.62395182
8758,33145001,1997-05-31 00:00:00,,,,,12400.0,Approved Ext Data,351.12889784000004
8757,33145001,1997-06-01 00:00:00,,,,,12300.0,Approved Ext Data,348.29721318
8756,33145001,1997-06-02 00:00:00,,,,,12000.0,Approved Ext Data,339.8021592
8755,33145001,1997-06-03 00:00:00,,,,,11500.0,Approved Ext Data,325.6437359
8754,33145001,1997-06-04 00:00:00,,,,,10900.0,Approved Ext Data,308.65362794000004
8753,33145001,1997-06-05 00:00:00,,,,,10200.0,Approved Ext Data,288.83183532
8752,33145001,1997-06-06 00:00:00,,,,,9650.0,Approved Ext Data,273.25756969
8751,33145001,1997-06-07 00:00:00,,,,,9140.0,Approved Ext Data,258.815977924
8750,33145001,1997-06-08 00:00:00,,,,,8710.0,Approved Ext Data,246.63973388600002
8749,33145001,1997-06-09 00:00:00,,,,,8330.0,Approved Ext Data,235.879332178
8748,33145001,1997-06-10 00:00:00,,,,,7900.0,Approved Ext Data,223.70308814
8747,33145001,1997-06-11 00:00:00,,,,,7590.0,Approved Ext Data,214.924865694
8746,33145001,1997-06-12 00:00:00,,,,,7250.0,Approved Ext Data,205.29713785
8745,33145001,1997-06-13 00:00:00,,,,,6790.0,Approved Ext Data,192.271388414
8744,33145001,1997-06-14 00:00:00,,,,,6340.0,Approved Ext Data,179.528807444
8743,33145001,1997-06-15 00:00:00,,,,,6010.0,Approved Ext Data,170.184248066
8742,33145001,1997-06-16 00:00:00,,,,,5660.0,Approved Ext Data,160.273351756
8741,33145001,1997-06-17 00:00:00,,,,,5370.0,Approved Ext Data,152.061466242
8740,33145001,1997-06-18 00:00:00,,,,,5040.0,Approved Ext Data,142.716906864
8739,33145001,1997-06-19 00:00:00,,,,,4680.0,Approved Ext Data,132.522842088
8738,33145001,1997-06-20 00:00:00,,,,,4600.0,Approved Ext Data,130.25749436
8737,33145001,1997-06-21 00:00:00,,,,,4530.0,Approved Ext Data,128.275315098
8736,33145001,1997-06-22 00:00:00,,,,,4570.0,Approved Ext Data,129.407988962
8735,33145001,1997-06-23 00:00:00,,,,,4610.0,Approved Ext Data,130.54066282600002
8734,33145001,1997-06-24 00:00:00,,,,,4630.0,Approved Ext Data,131.106999758
8733,33145001,1997-06-25 00:00:00,,,,,5730.0,Approved Ext Data,162.255531018
8732,33145001,1997-06-26 00:00:00,,,,,6770.0,Approved Ext Data,191.70505148200002
8731,33145001,1997-06-27 00:00:00,,,,,7720.0,Approved Ext Data,218.606055752
8730,33145001,1997-06-28 00:00:00,,,,,8130.0,Approved Ext Data,230.215962858
8729,33145001,1997-06-29 00:00:00,,,,,9470.0,Approved Ext Data,268.160537302
8728,33145001,1997-06-30 00:00:00,,,,,13100.0,Approved Ext Data,370.95069046000003
8727,33145001,1997-07-01 00:00:00,,,,,15100.0,Approved Ext Data,427.58438366
8726,33145001,1997-07-02 00:00:00,,,,,16000.0,Approved Ext Data,453.0695456
8725,33145001,1997-07-03 00:00:00,,,,,16300.0,Approved Ext Data,461.56459958
8724,33145001,1997-07-04 00:00:00,,,,,16300.0,Approved Ext Data,461.56459958
8723,33145001,1997-07-05 00:00:00,,,,,15700.0,Approved Ext Data,444.57449162
8722,33145001,1997-07-06 00:00:00,,,,,14600.0,Approved Ext Data,413.42596036000003
8721,33145001,1997-07-07 00:00:00,,,,,13300.0,Approved Ext Data,376.61405978
8720,33145001,1997-07-08 00:00:00,,,,,12300.0,Approved Ext Data,348.29721318
8719,33145001,1997-07-09 00:00:00,,,,,11600.0,Approved Ext Data,328.47542056000003
8718,33145001,1997-07-10 00:00:00,,,,,11200.0,Approved Ext Data,317.14868192
8717,33145001,1997-07-11 00:00:00,,,,,11200.0,Approved Ext Data,317.14868192
8716,33145001,1997-07-12 00:00:00,,,,,11000.0,Approved Ext Data,311.4853126
8715,33145001,1997-07-13 00:00:00,,,,,10800.0,Approved Ext Data,305.82194328
8714,33145001,1997-07-14 00:00:00,,,,,11300.0,Approved Ext Data,319.98036658
8713,33145001,1997-07-15 00:00:00,,,,,12200.0,Approved Ext Data,345.46552852
8712,33145001,1997-07-16 00:00:00,,,,,12600.0,Approved Ext Data,356.79226716
8711,33145001,1997-07-17 00:00:00,,,,,12700.0,Approved Ext Data,359.62395182
8710,33145001,1997-07-18 00:00:00,,,,,12300.0,Approved Ext Data,348.29721318
8709,33145001,1997-07-19 00:00:00,,,,,11900.0,Approved Ext Data,336.97047454
8708,33145001,1997-07-20 00:00:00,,,,,11600.0,Approved Ext Data,328.47542056000003
8707,33145001,1997-07-21 00:00:00,,,,,10800.0,Approved Ext Data,305.82194328
8706,33145001,1997-07-22 00:00:00,,,,,12300.0,Approved Ext Data,348.29721318
8705,33145001,1997-07-23 00:00:00,,,,,16400.0,Approved Ext Data,464.39628424
8704,33145001,1997-07-24 00:00:00,,,,,17600.0,Approved Ext Data,498.37650016000003
8703,33145001,1997-07-25 00:00:00,,,,,18200.0,Approved Ext Data,515.36660812
8702,33145001,1997-07-26 00:00:00,,,,,19900.0,Approved Ext Data,563.50524734
8701,33145001,1997-07-27 00:00:00,,,,,21600.0,Approved Ext Data,611.64388656
8700,33145001,1997-07-28 00:00:00,,,,,22200.0,Approved Ext Data,628.63399452
8699,33145001,1997-07-29 00:00:00,,,,,22300.0,Approved Ext Data,631.46567918
8698,33145001,1997-07-30 00:00:00,,,,,22100.0,Approved Ext Data,625.80230986
8697,33145001,1997-07-31 00:00:00,,,,,21600.0,Approved Ext Data,611.64388656
8696,33145001,1997-08-01 00:00:00,,,,,21000.0,Approved Ext Data,594.6537786
8695,33145001,1997-08-02 00:00:00,,,,,19900.0,Approved Ext Data,563.50524734
8694,33145001,1997-08-03 00:00:00,,,,,18600.0,Approved Ext Data,526.69334676
8693,33145001,1997-08-04 00:00:00,,,,,16600.0,Approved Ext Data,470.05965356
8692,33145001,1997-08-05 00:00:00,,,,,13900.0,Approved Ext Data,393.60416774000004
8691,33145001,1997-08-06 00:00:00,,,,,11500.0,Approved Ext Data,325.6437359
8690,33145001,1997-08-07 00:00:00,,,,,9750.0,Approved Ext Data,276.08925435000003
8689,33145001,1997-08-08 00:00:00,,,,,8610.0,Approved Ext Data,243.808049226
8688,33145001,1997-08-09 00:00:00,,,,,7810.0,Approved Ext Data,221.154571946
8687,33145001,1997-08-10 00:00:00,,,,,7140.0,Approved Ext Data,202.182284724
8686,33145001,1997-08-11 00:00:00,,,,,6480.0,Approved Ext Data,183.493165968
8685,33145001,1997-08-12 00:00:00,,,,,6120.0,Approved Ext Data,173.299101192
8684,33145001,1997-08-13 00:00:00,,,,,5800.0,Approved Ext Data,164.23771028000002
8683,33145001,1997-08-14 00:00:00,,,,,5590.0,Approved Ext Data,158.291172494
8682,33145001,1997-08-15 00:00:00,,,,,5540.0,Approved Ext Data,156.875330164
8681,33145001,1997-08-16 00:00:00,,,,,5600.0,Approved Ext Data,158.57434096
8680,33145001,1997-08-17 00:00:00,,,,,5380.0,Approved Ext Data,152.344634708
8679,33145001,1997-08-18 00:00:00,,,,,5240.0,Approved Ext Data,148.380276184
8678,33145001,1997-08-19 00:00:00,,,,,5430.0,Approved Ext Data,153.760477038
8677,33145001,1997-08-20 00:00:00,,,,,8250.0,Approved Ext Data,233.61398445
8676,33145001,1997-08-21 00:00:00,,,,,9270.0,Approved Ext Data,262.497167982
8675,33145001,1997-08-22 00:00:00,,,,,8620.0,Approved Ext Data,244.09121769200001
8674,33145001,1997-08-23 00:00:00,,,,,8740.0,Approved Ext Data,247.489239284
8673,33145001,1997-08-24 00:00:00,,,,,8390.0,Approved Ext Data,237.578342974
8672,33145001,1997-08-25 00:00:00,,,,,7470.0,Approved Ext Data,211.526844102
8671,33145001,1997-08-26 00:00:00,,,,,6780.0,Approved Ext Data,191.988219948
8670,33145001,1997-08-27 00:00:00,,,,,6110.0,Approved Ext Data,173.01593272600002
8669,33145001,1997-08-28 00:00:00,,,,,5560.0,Approved Ext Data,157.441667096
8668,33145001,1997-08-29 00:00:00,,,,,5020.0,Approved Ext Data,142.150569932
8667,33145001,1997-08-30 00:00:00,,,,,4790.0,Approved Ext Data,135.637695214
8666,33145001,1997-08-31 00:00:00,,,,,4630.0,Approved Ext Data,131.106999758
8665,33145001,1997-09-01 00:00:00,,,,,4660.0,Approved Ext Data,131.956505156
8664,33145001,1997-09-02 00:00:00,,,,,4800.0,Approved Ext Data,135.92086368
8663,33145001,1997-09-03 00:00:00,,,,,4590.0,Approved Ext Data,129.974325894
8662,33145001,1997-09-04 00:00:00,,,,,4170.0,Approved Ext Data,118.081250322
8661,33145001,1997-09-05 00:00:00,,,,,3790.0,Approved Ext Data,107.320848614
8660,33145001,1997-09-06 00:00:00,,,,,3580.0,Approved Ext Data,101.374310828
8659,33145001,1997-09-07 00:00:00,,,,,3450.0,Approved Ext Data,97.69312077000001
8658,33145001,1997-09-08 00:00:00,,,,,3360.0,Approved Ext Data,95.144604576
8657,33145001,1997-09-09 00:00:00,,,,,3270.0,Approved Ext Data,92.596088382
8656,33145001,1997-09-10 00:00:00,,,,,3160.0,Approved Ext Data,89.481235256
8655,33145001,1997-09-11 00:00:00,,,,,3090.0,Approved Ext Data,87.499055994
8654,33145001,1997-09-12 00:00:00,,,,,3040.0,Approved Ext Data,86.083213664
8653,33145001,1997-09-13 00:00:00,,,,,2930.0,Approved Ext Data,82.968360538
8652,33145001,1997-09-14 00:00:00,,,,,2750.0,Approved Ext Data,77.87132815
8651,33145001,1997-09-15 00:00:00,,,,,2670.0,Approved Ext Data,75.605980422
8650,33145001,1997-09-16 00:00:00,,,,,2710.0,Approved Ext Data,76.738654286
8649,33145001,1997-09-17 00:00:00,,,,,2780.0,Approved Ext Data,78.720833548
8648,33145001,1997-09-18 00:00:00,,,,,2660.0,Approved Ext Data,75.322811956
8647,33145001,1997-09-19 00:00:00,,,,,2500.0,Approved Ext Data,70.7921165
8646,33145001,1997-09-20 00:00:00,,,,,2380.0,Approved Ext Data,67.394094908
8645,33145001,1997-09-21 00:00:00,,,,,2310.0,Approved Ext Data,65.411915646
8644,33145001,1997-09-22 00:00:00,,,,,2240.0,Approved Ext Data,63.429736384
8643,33145001,1997-09-23 00:00:00,,,,,2220.0,Approved Ext Data,62.863399452
8642,33145001,1997-09-24 00:00:00,,,,,2240.0,Approved Ext Data,63.429736384
8641,33145001,1997-09-25 00:00:00,,,,,2260.0,Approved Ext Data,63.996073316
8640,33145001,1997-09-26 00:00:00,,,,,2290.0,Approved Ext Data,64.845578714
8639,33145001,1997-09-27 00:00:00,,,,,2290.0,Approved Ext Data,64.845578714
8638,33145001,1997-09-28 00:00:00,,,,,2290.0,Approved Ext Data,64.845578714
8637,33145001,1997-09-29 00:00:00,,,,,2210.0,Approved Ext Data,62.580230986000004
8636,33145001,1997-09-30 00:00:00,,,,,2150.0,Approved Ext Data,60.88122019
8635,33145001,1997-10-01 00:00:00,,,,,1940.0,Approved Ext Data,54.934682404
8634,33145001,1997-10-02 00:00:00,,,,,1820.0,Approved Ext Data,51.536660812
8633,33145001,1997-10-03 00:00:00,,,,,1690.0,Approved Ext Data,47.855470754
8632,33145001,1997-10-04 00:00:00,,,,,1600.0,Approved Ext Data,45.30695456
8631,33145001,1997-10-05 00:00:00,,,,,1530.0,Approved Ext Data,43.324775298
8630,33145001,1997-10-06 00:00:00,,,,,1480.0,Approved Ext Data,41.908932968
8629,33145001,1997-10-07 00:00:00,,,,,1460.0,Approved Ext Data,41.342596036
8628,33145001,1997-10-08 00:00:00,,,,,1420.0,Approved Ext Data,40.209922172
8627,33145001,1997-10-09 00:00:00,,,,,1400.0,Approved Ext Data,39.64358524
8626,33145001,1997-10-10 00:00:00,,,,,1370.0,Approved Ext Data,38.794079842
8625,33145001,1997-10-11 00:00:00,,,,,1360.0,Approved Ext Data,38.510911376
8624,33145001,1997-10-12 00:00:00,,,,,1380.0,Approved Ext Data,39.077248308
8623,33145001,1997-10-13 00:00:00,,,,,1580.0,Approved Ext Data,44.740617628
8622,33145001,1997-10-14 00:00:00,,,,,1840.0,Approved Ext Data,52.102997744
8621,33145001,1997-10-15 00:00:00,,,,,1920.0,Approved Ext Data,54.368345472
8620,33145001,1997-10-16 00:00:00,,,,,2060.0,Approved Ext Data,58.332703996
8619,33145001,1997-10-17 00:00:00,,,,,2230.0,Approved Ext Data,63.146567918
8618,33145001,1997-10-18 00:00:00,,,,,2310.0,Approved Ext Data,65.411915646
8617,33145001,1997-10-19 00:00:00,,,,,2430.0,Approved Ext Data,68.809937238
8616,33145001,1997-10-20 00:00:00,,,,,2460.0,Approved Ext Data,69.65944263600001
8615,33145001,1997-10-21 00:00:00,,,,,2520.0,Approved Ext Data,71.358453432
8614,33145001,1997-10-22 00:00:00,,,,,2610.0,Approved Ext Data,73.906969626
8613,33145001,1997-10-23 00:00:00,,,,,2700.0,Approved Ext Data,76.45548582
8612,33145001,1997-10-24 00:00:00,,,,,2730.0,Approved Ext Data,77.304991218
8611,33145001,1997-10-25 00:00:00,,,,,2670.0,Approved Ext Data,75.605980422
8610,33145001,1997-10-26 00:00:00,,,,,2550.0,Approved Ext Data,72.20795883
8609,33145001,1997-10-27 00:00:00,,,,,2440.0,Approved Ext Data,69.093105704
8608,33145001,1997-10-28 00:00:00,,,,,2360.0,Approved Ext Data,66.827757976
8607,33145001,1997-10-29 00:00:00,,,,,2300.0,Approved Ext Data,65.12874718
8606,33145001,1997-10-30 00:00:00,,,,,2220.0,Approved Ext Data,62.863399452
8605,33145001,1997-10-31 00:00:00,,,,,2100.0,Approved Ext Data,59.465377860000004
8604,33145001,1997-11-01 00:00:00,,,,,2070.0,Approved Ext Data,58.615872462
8603,33145001,1997-11-02 00:00:00,,,,,2080.0,Approved Ext Data,58.899040928000005
8602,33145001,1997-11-03 00:00:00,,,,,2100.0,Approved Ext Data,59.465377860000004
8601,33145001,1997-11-04 00:00:00,,,,,2090.0,Approved Ext Data,59.182209394000004
8600,33145001,1997-11-05 00:00:00,,,,,2080.0,Approved Ext Data,58.899040928000005
8599,33145001,1997-11-06 00:00:00,,,,,2080.0,Approved Ext Data,58.899040928000005
8598,33145001,1997-11-07 00:00:00,,,,,2130.0,Approved Ext Data,60.314883258
8597,33145001,1997-11-08 00:00:00,,,,,2190.0,Approved Ext Data,62.013894054000005
8596,33145001,1997-11-09 00:00:00,,,,,2180.0,Approved Ext Data,61.730725588
8595,33145001,1997-11-10 00:00:00,,,,,2130.0,Approved Ext Data,60.314883258
8594,33145001,1997-11-11 00:00:00,,,,,2140.0,Approved Ext Data,60.598051724
8593,33145001,1997-11-12 00:00:00,,,,,2120.0,Approved Ext Data,60.031714792
8592,33145001,1997-11-13 00:00:00,,,,,2080.0,Approved Ext Data,58.899040928000005
8591,33145001,1997-11-14 00:00:00,,,,,2030.0,Approved Ext Data,57.483198598
8590,33145001,1997-11-15 00:00:00,,,,,2010.0,Approved Ext Data,56.916861666
8589,33145001,1997-11-16 00:00:00,,,,,1950.0,Approved Ext Data,55.21785087
8588,33145001,1997-11-17 00:00:00,,,,,1820.0,Approved Ext Data,51.536660812
8587,33145001,1997-11-18 00:00:00,,,,,1760.0,Approved Ext Data,49.837650016
8586,33145001,1997-11-19 00:00:00,,,,,1660.0,Approved Ext Data,47.005965356000004
8585,33145001,1997-11-20 00:00:00,,,,,1760.0,Approved Ext Data,49.837650016
8584,33145001,1997-11-21 00:00:00,,,,,1900.0,Approved Ext Data,53.80200854
8583,33145001,1997-11-22 00:00:00,,,,,2100.0,Approved Ext Data,59.465377860000004
8582,33145001,1997-11-23 00:00:00,,,,,2070.0,Approved Ext Data,58.615872462
8581,33145001,1997-11-24 00:00:00,,,,,1930.0,Approved Ext Data,54.651513938
8580,33145001,1997-11-25 00:00:00,,,,,2010.0,Approved Ext Data,56.916861666
8579,33145001,1997-11-26 00:00:00,,,,,2080.0,Approved Ext Data,58.899040928000005
8578,33145001,1997-11-27 00:00:00,,,,,2050.0,Approved Ext Data,58.04953553
8577,33145001,1997-11-28 00:00:00,,,,,2050.0,Approved Ext Data,58.04953553
8576,33145001,1997-11-29 00:00:00,,,,,2070.0,Approved Ext Data,58.615872462
8575,33145001,1997-11-30 00:00:00,,,,,2100.0,Approved Ext Data,59.465377860000004
8574,33145001,1997-12-01 00:00:00,,,,,2060.0,Approved Ext Data,58.332703996
8573,33145001,1997-12-02 00:00:00,,,,,2070.0,Approved Ext Data,58.615872462
8572,33145001,1997-12-03 00:00:00,,,,,2070.0,Approved Ext Data,58.615872462
